sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans
1001023,aleppo,Sie haben viele alte Häuser abgerissen.,10_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Sie 1:=haben 2:=viele 3:=alte 4:=Häuser 5:=abgerissen.,2,"[[0, 1, 4, 5], [2, 3]]"
1001025,aleppo,Die UNESCO erklärte 1986: \newline Die Altstadt von Aleppo gehört heute zum Weltkulturerbe.,12_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,4,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]"
1001030,aleppo,Aleppo ist eine Stadt in Syrien.,0_short,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Aleppo 1:=ist 2:=eine 3:=Stadt 4:=in 5:=Syrien.,2,"[[0, 1, 3], [4, 5]]"
1001031,aleppo,Aleppo ist die zweitgrößte Stadt in Syrien.,1_short,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Aleppo 1:=ist 2:=die 3:=zweit-größte 4:=Stadt 5:=in 6:=Syrien.,2,"[[3, 4], [5, 6]]"
1001032,aleppo,Die größte Stadt in Syrien ist Damaskus.,2_short,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=Die 1:=größte 2:=Stadt 3:=in 4:=Syrien 5:=ist 6:=Damaskus.,3,"[[5, 6], [1], [3, 4]]"
1001044,alex-honnold,Er bestieg einen sehr großen Berg.,0_long,Sport|Personen|Seiten_mit_defekten_Dateilinks,2021-07-16T21:06:31Z,e54ca469914bc262b958dc327fbe1253,0:=Er 1:=ist 2:=auf 3:=einen 4:=sehr 5:=großen 6:=Berg 7:=geklettert.,2,"[[4, 5], [0, 1, 2, 7]]"
1001054,alexander-graham-bell,"Er starb am 2. August 1922 in Baddeck, Kanada.",2_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,"0:=Er 1:=stirbt 2:=am 3:=2. 4:=August 5:=1922. 6:=\newline 7:=In 8:=Baddeck, 9:=Kanada.",3,"[[2, 3, 4, 5], [7, 8], [9]]"
1001057,alexander-graham-bell,Bells Vater war Professor für Reden und Vorlesungen.,5_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Der 1:=Vater 2:=von 3:=Bell 4:=war 5:=Professor 6:=für 7:=Rede-kunst 8:=und 9:=Vortrags-kunst.,3,"[[0, 1, 2, 3, 4], [6, 7], [6, 9]]"
1001065,alexander-graham-bell,Er studiert Latein und Griechisch.,13_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Er 1:=studiert 2:=die 3:=Fächer 4:=Latein 5:=und 6:=Griechisch.,2,"[[4], [6]]"
1001066,alexander-graham-bell,Im Alter von 17 Jahren wurde Bell Lehrer.,14_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Mit 1:=17 2:=Jahren 3:=wird 4:=Bell 5:=Lehrer.,2,"[[0, 1, 2], [3, 4, 5]]"
1001070,alexander-graham-bell,Sein Vater lehrt an einer Universität in London.,18_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Sein 1:=Vater 2:=unterrichtet 3:=in 4:=einer 5:=Universität 6:=in 7:=London.,2,"[[3, 5], [6, 7]]"
1001072,alexander-graham-bell,Er stellt seinen Sohn als Assistenten ein.,20_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Er 1:=stellt 2:=seinen 3:=Sohn 4:=als 5:=Assistenten 6:=ein.,2,"[[2, 3], [4, 5]]"
1001073,alexander-graham-bell,Alexander Graham Bell gibt seit 1868 Sprechunterricht.,21_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Seit 1:=dem 2:=Jahr 3:=1868 4:=gibt 5:=Alexander 6:=Graham 7:=Bell 8:=Sprech-unterricht.,2,"[[0, 2, 3], [4, 5, 6, 7, 8]]"
1001076,alexander-graham-bell,1870 zog die Familie Bell nach Kanada.,24_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Im 1:=Jahr 2:=1870 3:=zieht 4:=die 5:=Familie 6:=Bell 7:=nach 8:=Kanada.,2,"[[0, 1, 2], [3, 5, 6, 7, 8]]"
1001077,alexander-graham-bell,Im Jahr 1871 wurde Bell Gehörlosenlehrer.,25_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Im 1:=Jahr 2:=1871 3:=wird 4:=Bell 5:=Gehörlosenlehrer.,2,"[[0, 1, 2], [3, 4, 5]]"
1001079,alexander-graham-bell,Von 1873 bis 1877 war Bell Professor.,27_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Vom 1:=Jahr 2:=1873 3:=bis 4:=zum 5:=Jahr 6:=1877 7:=ist 8:=Bell 9:=Professor.,2,"[[0, 1, 2], [3, 4, 5, 6]]"
1001080,alexander-graham-bell,Er ist Professor für Sprachtechnologie und Stimmphysiologie.,28_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Er 1:=ist 2:=Professor 3:=für 4:=Sprech-technik 5:=und 6:=Physiologie 7:=der 8:=Stimme.,2,"[[4], [6, 8]]"
1001089,alexander-mitscherlich,"Er starb am 26. Juni 1982 in Frankfurt am Main, Deutschland.",2_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-02-28T12:34:31Z,e800bebc9060331edfac65e663a55570,"0:=Er 1:=stirbt 2:=am 3:=26. 4:=Juni 5:=1982. 6:=\newline 7:=In 8:=Frankfurt 9:=am 10:=Main, 11:=Deutschland.",3,"[[2, 3, 4, 5], [7, 8, 9, 10], [7, 11]]"
1001096,alexander-mitscherlich,Er schrieb das Buch zusammen mit seiner Frau Margarete Mitscherlich.,6_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-02-28T12:34:31Z,e800bebc9060331edfac65e663a55570,0:=Das 1:=Buch 2:=hat 3:=er 4:=zusammen 5:=mit 6:=seiner 7:=Frau 8:=Margarete 9:=Mitscherlich 10:=geschrieben.,3,"[[1, 2, 10], [4, 5, 6, 7], [7, 8, 9]]"
1001099,alexander-sergejewitsch-puschkin,"Er starb am 10. Februar 1837. \newline in St. Petersburg, Russland.",2_long,Personen|Seiten_mit_defekten_Dateilinks,2022-02-23T15:16:44Z,e800bebc9060331edfac65e663a55570,"0:=Er 1:=stirbt 2:=am 3:= 4:=10. 5:=Februar 6:=1837. 7:=\newline 8:=In 9:=Sankt 10:=Petersburg, 11:=Russland.",3,"[[2, 3, 4, 5, 6], [8, 9, 10], [8, 11]]"
1001100,alexander-sergejewitsch-puschkin,Alexander Sergejewitsch Puschkin ist: \newline Autor \newline Dichter,0_short,Personen|Seiten_mit_defekten_Dateilinks,2022-02-23T15:16:44Z,e800bebc9060331edfac65e663a55570,0:=Alexander 1:=Sergejewitsch 2:=Puschkin 3:=ist 4:=ein: 5:=\newline 6:=Schrift-steller 7:=\newline 8:=Dichter,2,"[[6], [8]]"
1001103,alexander-sutherland-neill,"Er starb am 23. September 1973 in Aldeburgh, Suffolk, England.",2_long,Personen|Seiten_mit_defekten_Dateilinks,2022-02-28T11:47:20Z,e800bebc9060331edfac65e663a55570,"0:=Er 1:=stirbt 2:=am 3:=23. 4:=September 5:=1973. 6:=\newline 7:=In 8:=Aldeburgh, 9:=Suffolk, 10:=England.",3,"[[2, 3, 4, 5], [7, 8, 9], [7, 10]]"
1001106,alexander-tatarnikov,Im Jahr 2012 erfand er eine neue Kunstrichtung.,0_long,Personen|Hurraki:Überarbeiten,2014-08-18T13:39:55Z,cfb32d04a840c823f9a0d97071f81293,0:=Im 1:=Jahr 2:=2012 3:=hat 4:=er 5:=eine 6:=neue 7:=Richtung 8:=der 9:=Kunst 10:=erfunden.,2,"[[0, 1, 2], [3, 4, 6, 7, 8, 9, 10]]"
1001109,alexander-tatarnikov,Er ist ein russischer Künstler.,0_short,Personen|Hurraki:Überarbeiten,2014-08-18T13:39:55Z,cfb32d04a840c823f9a0d97071f81293,0:=Er 1:=ist 2:=ein 3:=Künstler 4:=aus 5:=Russland.,2,"[[3], [4, 5]]"
1001110,algorithmus,Der Algorithmus löst die Aufgabe Schritt für Schritt.,0_long,Schule_und_Lernen|Computer|Internet|Seiten_mit_defekten_Dateilinks,2017-08-15T03:24:31Z,48f66906899cc4a9477b6c9e32ff4424,0:=Ein 1:=Algo-rithmus 2:=löst 3:=eine 4:=Aufgabe 5:=Schritt 6:=für 7:=Schritt.,2,"[[1, 2, 4], [5, 6, 7]]"
1001117,alice-miller,"Er stirbt am 14. April 2010. \newline in Saint-Rémy-de-Provence, Provence-Alpes-Côte d'Azur, Frankreich.",2_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-03-02T14:11:08Z,e800bebc9060331edfac65e663a55570,"0:=Sie 1:=stirbt 2:=am 3:=14. 4:=April 5:=2010. 6:=\newline 7:=In 8:=Saint-Rémy-de-Provence, 9:=Provence-Alpes-Côte 10:=d'Azur, 11:=Frankreich.",4,"[[2, 3, 4, 5], [7, 8], [7, 9, 10], [7, 11]]"
1001122,alice-miller,Miller sagt: \newline \newline Die Nutzentheorie ist falsch.,7_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-03-02T14:11:08Z,e800bebc9060331edfac65e663a55570,0:=Miller 1:=sagt: 2:=\newline 3:= 4:=\newline 5:=Die 6:=Triebtheorie 7:=ist 8:=falsch.,2,"[[0, 1], [6, 7, 8]]"
1001126,alice-miller,Er sagt über sich selbst: \newline \newline Ich bin ein Kindheitsforscher!,1_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-03-02T14:11:08Z,e800bebc9060331edfac65e663a55570,0:=Sie 1:=selbst 2:=sagt 3:=von 4:=sich: 5:=\newline 6:= 7:=\newline 8:=Ich 9:=bin 10:=eine 11:=Kindheits-forscherin!,2,"[[0, 1, 2, 3, 4], [8, 9, 11]]"
1001127,alice-miller,In seinen Büchern beschreibt er Kindesmissbrauch.,2_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-03-02T14:11:08Z,e800bebc9060331edfac65e663a55570,0:=Sie 1:=beschreibt 2:=in 3:=ihren 4:=Büchern 5:=Kindes-misshandlung.,2,"[[0, 1, 5], [2, 3, 4]]"
1001129,alkoholkrankheit,Viele Menschen trinken gerne alkoholische Getränke.,0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-03-06T15:49:02Z,017ecada082ed42bbfc77d89d4b14406,0:=Viele 1:=Menschen 2:=trinken 3:=gern 4:=Getränke 5:=mit 6:=Alkohol.,2,"[[0, 1, 2, 3], [5, 6]]"
1001131,alkoholkrankheit,Sie können alkoholabhängig werden.,2_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-03-06T15:49:02Z,017ecada082ed42bbfc77d89d4b14406,0:=Man 1:=kann 2:=abhängig 3:=werden 4:=vom 5:=Alkohol.,2,"[[0, 1, 2, 3], [4, 5]]"
1001136,alkoholkrankheit,Ein Alkoholiker sollte regelmäßig Alkohol trinken.,7_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-03-06T15:49:02Z,017ecada082ed42bbfc77d89d4b14406,0:=Ein 1:=Alkoholiker 2:=muss 3:=regel-mäßig 4:=Alkohol 5:=trinken.,2,"[[1, 2, 4, 5], [3]]"
1001138,alkoholkrankheit,"Wenn Sie Alkoholismus haben, brauchen Sie Hilfe.",9_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-03-06T15:49:02Z,017ecada082ed42bbfc77d89d4b14406,0:=Wenn 1:=man 2:=die 3:=Alkohol-krankheit 4:=hat 5:=braucht 6:=man 7:=Hilfe.,2,"[[0, 1, 3, 4], [5, 6, 7]]"
1001143,alkoholkrankheit,"Ein Alkoholiker muss lernen, ohne Alkohol zu leben.",14_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-03-06T15:49:02Z,017ecada082ed42bbfc77d89d4b14406,0:=Der 1:=Alkoholiker 2:=muss 3:=lernen 4:=ohne 5:=Alkohol 6:=zu 7:=leben.,2,"[[1, 2, 3], [4, 5, 6, 7]]"
1001160,alkohol,Zu viel Alkohol ist Gift für den Körper.,12_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zu 1:=viel 2:=Alkohol 3:=ist 4:=Gift 5:=für 6:=den 7:=Körper.,2,"[[0, 1, 2, 3, 4], [5, 7]]"
1001161,alkohol,"Das bedeutet: \newline Wer viel davon trinkt, wird krank.",13_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=heißt: 2:=\newline 3:=Wenn 4:=man 5:=viel 6:=davon 7:=trinkt 8:=wird 9:=man 10:=krank.,2,"[[3, 4, 5, 6, 7], [8, 9, 10]]"
1001163,alkohol,Und Sie können alkoholabhängig werden.,15_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=man 2:=kann 3:=abhängig 4:=werden 5:=vom 6:=Alkohol.,2,"[[1, 2, 3, 4], [5, 6]]"
1001167,alkohol,"Wenn Sie Alkoholismus haben, brauchen Sie Hilfe.",19_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Wenn 1:=man 2:=die 3:=Alkohol-krankheit 4:=hat 5:=braucht 6:=man 7:=Hilfe.,2,"[[0, 1, 3, 4], [5, 6, 7]]"
1001170,alkohol,Sie sollten auch nicht jeden Tag Alkohol trinken.,22_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Man 1:=soll 2:=auch 3:=nicht 4:=jeden 5:=Tag 6:=Alkohol 7:=trinken.,2,"[[0, 1, 2, 3, 6, 7], [4, 5]]"
1001171,alkohol,Und Alkohol sollte man auch nicht alleine trinken.,23_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=man 2:=soll 3:=auch 4:=nicht 5:=allein 6:=Alkohol 7:=trinken.,2,"[[1, 2, 3, 4, 6, 7], [5]]"
1001172,alkohol,"Manchmal ist es besser, keinen Alkohol zu trinken.",24_long,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Manchmal 1:=ist 2:=es 3:=besser 4:=wenn 5:=man 6:=keinen 7:=Alkohol 8:=trinkt.,2,"[[0, 1, 2, 3], [4, 5, 6, 7, 8]]"
1001181,alkohol,Sie können auch ein alkoholhaltiges Getränk meinen.,2_short,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Man 1:=kann 2:=auch 3:=ein 4:=alkohol-haltiges 5:=Getränk 6:=meinen.,2,"[[0, 1, 2, 3, 5, 6], [4]]"
1001182,alkohol,Dabei handelt es sich um ein ethanolhaltiges Getränk.,3_short,Essen_und_Trinken|Seiten_mit_defekten_Dateilinks|Wörter_mit_verschiedenen_Bedeutungen,2023-05-18T06:47:13Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=ist 2:=ein 3:=Getränk 4:=mit 5:=Ethanol.,2,"[[0, 1], [4, 5]]"
1001184,allee,Die Allee ist eine lange Reihe mit Bäumen auf der rechten und linken Seite.,0_long,Ohne_Kategorie,2012-06-10T17:54:11Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Eine 1:=Allee 2:=ist 3:=lang 4:= 5:=\newline 6:=und 7:=hat 8:=rechts 9:=und 10:=links 11:=Bäume.,3,"[[2, 3], [7, 8, 11], [7, 10, 11]]"
1001185,allee,Avenue ist eine gerade Straße.,0_short,Ohne_Kategorie,2012-06-10T17:54:11Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Eine 1:=Allee 2:=ist 3:=eine 4:=gerade 5:=Straße.,2,"[[1, 2], [4]]"
1001196,alleinunterhalter,"Er genießt es, allein zu sein.",2_short,Beruf|Seiten_mit_defekten_Dateilinks,2019-11-11T08:02:41Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Er 1:=macht 2:=alleine 3:=Unterhaltung.,2,"[[0, 1, 3], [2]]"
1001206,allen-menschen-recht-getan-ist-eine-kunst-die-niemand-kann,"Wenn Sie Ihren eigenen Standpunkt haben, \newline können Sie nicht mit dem Standpunkt aller anderen übereinstimmen.",4_short,Sprichwörter|Seiten_mit_defekten_Dateilinks,2021-12-30T16:22:14Z,e800bebc9060331edfac65e663a55570,"0:=Wenn 1:=man 2:=seine 3:=Sicht-weise 4:=hat, 5:=\newline 6:=kann 7:=man 8:=nicht 9:=auch 10:=allen 11:=anderen 12:=Sicht-weisen 13:=zustimmen.",2,"[[0, 1, 2, 3, 4], [6, 7, 8, 9, 10, 11, 12, 13]]"
1001208,allenthalben,"Wenn etwas oder jemand überall ist, heißt \newline: \newline überall",0_short,Ohne_Kategorie,2012-12-27T11:05:09Z,72fb5f8156adf1b638fc9bd1fa6cdbcf,"0:=Wenn 1:=etwas 2:=oder 3:=jemand 4:=überall 5:=ist, 6:= 7:=\newline 8:=sagt 9:=man 10:=dazu: 11:=\newline 12:=allenthalben",3,"[[0, 1, 4, 5], [0, 3, 4, 5], [8, 9, 10, 12]]"
1001211,aller-anfang-ist-schwer,Und lebte 43 v. Chr. in Sulmo.,2_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2021-12-30T16:41:24Z,e800bebc9060331edfac65e663a55570,0:=Und 1:=lebte 2:=43 3:=vor 4:=Christus 5:=in 6:=Sulmo.,2,"[[2, 3, 4], [5, 6]]"
1001215,aller-anfang-ist-schwer,"Wenn Sie einen neuen Job beginnen, \newline haben Sie es immer schwer.",1_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2021-12-30T16:41:24Z,e800bebc9060331edfac65e663a55570,"0:=Wenn 1:=man 2:=eine 3:=neue 4:=Arbeit 5:=beginnt, 6:=\newline 7:=dann 8:=tut 9:=man 10:=sich 11:=immer 12:=schwer.",2,"[[0, 1, 3, 4, 5], [7, 8, 9, 10, 11, 12]]"
1001216,allerheiligen,Heilige sind besondere Menschen.,0_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Heilige 1:=sind 2:=besondere 3:=Menschen.,2,"[[0, 1], [2]]"
1001217,allerheiligen,"Zum Beispiel: • Menschen, die viel für ihre Religion getan haben",1_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Zum 1:=Beispiel: 2:=• 3:=Menschen 4:=die 5:=besonders 6:=viel 7:=für 8:=ihre 9:=Religion 10:=gemacht 11:=haben,2,"[[2, 3, 5, 6, 10, 11], [7, 8, 9]]"
1001219,allerheiligen,"Zum Beispiel: • Menschen, die viel für ihre Mitmenschen getan haben",3_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Zum 1:=Beispiel: 2:=• 3:=Menschen 4:=die 5:=besonders 6:=viel 7:=für 8:=ihre 9:=Mitmenschen 10:=gemacht 11:=haben,2,"[[2, 3, 5, 6, 10, 11], [7, 8, 9]]"
1001229,allerheiligen,Dieser Tag ist das Fest Allerheiligen.,13_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Dieser 1:=Tag 2:=ist 3:=ein 4:=Feier-tag 5:=für 6:=alle 7:=Heiligen.,2,"[[0, 1, 2], [5, 6, 7]]"
1001231,allerheiligen,"So heilig, dass nur Gott es weiß.",15_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Also 1:=Heilige 2:=die 3:=nur 4:=Gott 5:=kennt.,2,"[[1], [2, 3, 4, 5]]"
1001234,allerheiligen,Er sagte: \newline Der 1. November soll ein freier Tag sein.,18_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Er 1:=hat 2:=gesagt: 3:=\newline 4:=Der 5:=1. 6:=November 7:=soll 8:=ein 9:=Feier-tag 10:=sein.,2,"[[0, 1, 2], [5, 6, 7, 9, 10]]"
1001235,allerheiligen,Der Heilige Tag wird immer am 1. November gefeiert.,19_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Immer 1:=am 2:=1. 3:=November 4:=soll 5:=Allerheiligen 6:=gefeiert 7:=werden.,2,"[[0, 4, 5, 6, 7], [1, 2, 3]]"
1001246,allerheiligen,In Deutschland ist Allerheiligen in einigen Bundesländern ein gesetzlicher Feiertag.,30_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=In 1:=Deutschland 2:=ist 3:=Allerheiligen 4:=in 5:=manchen 6:=Bundes-ländern 7:=ein 8:=Feier-tag.,2,"[[0, 1], [4, 5, 6]]"
1001252,allerheiligen,In der Schweiz ist Allerheiligen in einigen Kantonen ein Feiertag.,36_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=In 1:=der 2:=Schweiz 3:=ist 4:=an 5:=Allerheiligen 6:=in 7:=manchen 8:=Kantonen 9:=Feier-tag.,2,"[[0, 2], [6, 7, 8]]"
1001269,allerheiligen,Der Feiertag liegt zwischen dem 31. Oktober und dem 6. November.,53_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Der 1:=Feier-tag 2:=ist 3:=zwischen 4:=dem 5:=31. 6:=Oktober 7:=und 8:=dem 9:=6. 10:=November.,2,"[[5, 6], [9, 10]]"
1001271,allerheiligen,Der Feiertag liegt zwischen dem 31. Oktober und dem 6. November.,55_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Der 1:=Feier-tag 2:=ist 3:=zwischen 4:=dem 5:=31. 6:=Oktober 7:=und 8:=dem 9:=6. 10:=November.,2,"[[5, 6], [9, 10]]"
