sent-id,phrase,num_statements,statement_spans,tree,is_sent,big_np_count,big_pp_count
5040,Die Berlin-Blockade war vom 23. Juni 1948 bis zum 12. Mai 1949.,2,"[[3,4,5,6],[7,8,9,10,11]] ",(NP (ART Die) (NN Berlin-Blockade)) (VAFIN war) (PP (APPRART vom) (ADJA 23.) (NN Juni) (CARD 1948)) (APPR bis) (APPRART zum) (ADJA 12.) (NN Mai) ($. 1949.),0,0,1
3009,Eine Arsch-Bombe ist ein Wasser-Sprung.,1,,(S (NP (ART Eine) (NN Arsch-Bombe)) (VAFIN ist) (NP (ART ein) (NN Wasser-Sprung))) ($. .),1,0,0
3010,Der Unter-hosen-zettel ist ein Pflege-symbol.,1,,(S (NP (ART Der) (NN Unter-hosen-zettel)) (VAFIN ist) (NP (ART ein) (NN Pflege-symbol))) ($. .),1,0,0
50753,Die Tochter kam am 17.5.2020 auf die Welt.,1,,(S (NP (ART Die) (NN Tochter)) (VVFIN kam) (PP (APPRART am) (CARD 17.5.2020)) (PP (APPR auf) (ART die) (NN Welt))) ($. .),1,0,0
9441,Ein Beispiel für so eine Person ist: Homer Simpson.,1,,(S (NP (ART Ein) (NN Beispiel) (PP (APPR für) (AP (ADV so) (ART eine)) (NN Person))) (VAFIN ist)) ($. :) (PN (NE Homer) (NE Simpson)) ($. .),1,1,1
11530,Die Drachenschlucht ist in einem Natur-schutz-gebiet.,1,,(S (NP (ART Die) (NN Drachenschlucht)) (VAFIN ist) (PP (APPR in) (ART einem) (NN Natur-schutz-gebiet))) ($. .),1,0,0
48592,In Deutschland ist die größte Japan-town in Düsseldorf.,1,,(S (PP (APPR In) (NE Deutschland)) (VAFIN ist) (NP (ART die) (ADJA größte) (NN Japan-town)) (PP (APPR in) (NE Düsseldorf))) ($. .),1,1,0
4790,Die Reiter können zum Beispiel schlecht sehen.,1,,(S (NP (ART Die) (NN Reiter)) (VMFIN können) (PP (APPRART zum) (NN Beispiel)) (VP (ADJD schlecht) (VVINF sehen))) ($. .),1,0,0
10869,Er hat an der Ludwig-Maximilians-Universität in München studiert.,2,"[[2,4],[5,6]]",(S (PPER Er) (VAFIN hat) (VP (PP (APPR an) (ART der) (NE Ludwig-Maximilians-Universität) (PP (APPR in) (NE München))) (VVPP studiert))) ($. .),1,0,1
41023,Ein Schoko-kuss ist eine Süßware.,1,,(S (NP (ART Ein) (NN Schoko-kuss)) (VAFIN ist) (NP (ART eine) (NN Süßware))) ($. .),1,0,0
20010,Groot ist ein Außerirdischer.,1,,(S (NE Groot) (VAFIN ist) (NP (ART ein) (NN Außerirdischer))) ($. .),1,0,0
13118,Endal war bei sehr vielen Hunde-wettbewerben dabei.,1,,(S (NE Endal) (VAFIN war) (PP (APPR bei) (AP (ADV sehr) (PIAT vielen)) (NN Hunde-wettbewerben)) (PTKVZ dabei)) ($. .),1,0,1
40092,Das Ziel der Salamitaktik kann sein: • jemanden hin-halten,1,,(S (NP (ART Das) (NN Ziel) (NP (ART der) (NN Salamitaktik))) (VMFIN kann) (VP (VAINF sein))) ($. :) ($LRB •) (VP (PIS jemanden) (VVINF hin-halten)),1,1,0
44334,"Leider bekomme ich keine Katze,",1,,"(S (ADV Leider) (VVFIN bekomme) (PPER ich) (NP (PIAT keine) (NN Katze))) ($, ,)",1,0,0
