sentence,tree,is_sent,big_np_count,big_pp_count
Durch Altenburg fließt die Pleiße.,(S (PP (APPR Durch) (NE Altenburg)) (VVFIN fließt) (NP (ART die) (NN Pleiße))) ($. .),1,0,0
Scatter Fountain ist das einzige Denkmal für das Kartenspiel auf der Welt.,(S (PN (NE Scatter) (NE Fountain)) (VAFIN ist) (NP (ART das) (ADJA einzige) (NN Denkmal) (PP (APPR für) (ART das) (NN Kartenspiel)) (PP (APPR auf) (ART der) (NN Welt)))) ($. .),1,1,0
Politiker vieler anderer Parteien sind gegen die Alternative für Deutschland. \newline Weil die Partei falsche Versprechungen gemacht hat.,(S (NP (NN Politiker) (NP (PIAT vieler) (ADJA anderer) (NN Parteien))) (VAFIN sind) (PP (APPR gegen) (ART die) (NN Alternative) (PP (APPR für) (NE Deutschland)))) ($. .),1,2,1
Beispiel Deutscher Bundestag: \newline Der Ältestenrat erläutert die Tagesordnung des Bundestages.,(NP (NN Beispiel) (PN (NP (ADJA Deutscher) (NN Bundestag)))) ($. :),0,1,0
"Auf diese Weise können Sie sehen, wie die Stadt einst aussah.","(S (PP (APPR Auf) (PDAT diese) (NN Weise)) (VMFIN können) (PPER Sie) (VP (VVINF sehen))) ($, ,) (S (PWAV wie) (NP (ART die) (NN Stadt)) (ADV einst) (VVFIN aussah)) ($. .)",1,0,0
Sie erkennen den Altweibersommer daran: • Die Tage sind warm und sonnig.,(S (PPER Sie) (VVFIN erkennen) (NP (ART den) (NN Altweibersommer)) (PROAV daran)) ($. :),1,0,0
Das Wetter ist in dieser Zeit noch warm und die Sonne scheint oft.,(CS (S (NP (ART Das) (NN Wetter)) (VAFIN ist) (PP (APPR in) (PDAT dieser) (NN Zeit)) (ADV noch) (ADJD warm)) (KON und) (S (NP (ART die) (NN Sonne)) (VVFIN scheint) (ADV oft))) ($. .),1,0,0
"Das bedeutet: \newline Wenn alles andere fehlschlägt, können Aluminiumkappen helfen (Aluminiumkappen sind sicher)",(S (PDS Das) (VVFIN bedeutet)) ($. :) (FM \newline),1,0,0
Am 4. November 2015 verunglückte eine AN-12 in Juba.,(S (PP (APPRART Am) (ADJA 4.) (NN November) (CARD 2015)) (VVFIN verunglückte) (NP (ART eine) (NE AN-12)) (PP (APPR in) (NE Juba))) ($. .),1,0,1
Das Flugzeug stürzte kurz nach dem Start ab.,(S (NP (ART Das) (NN Flugzeug)) (VVFIN stürzte) (PP (ADJD kurz) (APPR nach) (ART dem) (NN Start)) (PTKVZ ab)) ($. .),1,0,1
"Aber nur \newline, wenn es jeder in der Gruppe möchte.","(KON Aber) (ADV nur) (FM \newline) ($, ,) (S (KOUS wenn) (PPER es) (NP (PIS jeder) (PP (APPR in) (ART der) (NN Gruppe))) (VMFIN möchte)) ($. .)",1,1,0
Menschen im Anarchismus gründen kleine Gemeinschaften.,(S (NP (NN Menschen) (PP (APPRART im) (NN Anarchismus))) (VVFIN gründen) (NP (ADJA kleine) (NN Gemeinschaften))) ($. .),1,1,0
Jeder soll freiwillig einer Gruppe beitreten können.,(S (PIS Jeder) (VMFIN soll) (VP (VP (ADJD freiwillig) (NP (ART einer) (NN Gruppe)) (VVINF beitreten)) (VMINF können))) ($. .),1,0,0
Anarchisten geben gerne etwas von sich selbst auf.,(S (NN Anarchisten) (VVFIN geben) (ADV gerne) (PIS etwas) (PP (APPR von) (PRF sich) (ADV selbst)) (PTKVZ auf)) ($. .),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Freiheit,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Selbstbestimmung,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Gleichheit,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Selbstverwirklichung,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind diese Dinge für die Menschen besonders wichtig: • Dinge selbst herstellen und kontrollieren,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (PDAT diese) (NN Dinge)) (PP (APPR für) (ART die) (NN Menschen)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Gewaltlosigkeit,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Einzelpersonen sollten keine Macht haben,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
1990 wurde Angela Merkel Mitglied des Deutschen Bundestages.,(S (CARD 1990) (VAFIN wurde) (PN (NE Angela) (NE Merkel)) (NP (NN Mitglied) (NP (ART des) (PN (NP (ADJA Deutschen) (NN Bundestages)))))) ($. .),1,2,0
Gleichzeitig wurde sie Mitglied der Christlich-Demokratischen Union.,(S (ADJD Gleichzeitig) (VAFIN wurde) (PPER sie) (NP (NN Mitglied) (NP (ART der) (PN (NP (ADJA Christlich-Demokratischen) (NN Union)))))) ($. .),1,2,0
Angeln bedeutet: Angeln mit der Angelrute.,(S (NN Angeln) (VVFIN bedeutet)) ($. :) (NP (NN Angeln) (PP (APPR mit) (ART der) (NN Angelrute))) ($. .),1,1,0
Zum Zeitpunkt des Angriffs hatte er mehr als 20 Waffen bei sich.,(S (PP (APPRART Zum) (NN Zeitpunkt) (NP (ART des) (NN Angriffs))) (VAFIN hatte) (PPER er) (NP (AP (PIAT mehr) (AP (KOKOM als) (CARD 20))) (NN Waffen)) (PP (APPR bei) (PRF sich))) ($. .),1,1,1
"Er wollte sehen, ob jemand in sein Hotelzimmer kam.","(S (PPER Er) (VMFIN wollte) (VP (VVINF sehen))) ($, ,) (S (KOUS ob) (PIS jemand) (PP (APPR in) (PPOSAT sein) (NN Hotelzimmer)) (VVFIN kam)) ($. .)",1,0,0
Viele Menschen auf der ganzen Welt sind verängstigt und traurig.,(S (NP (PIAT Viele) (NN Menschen) (PP (APPR auf) (ART der) (ADJA ganzen) (NN Welt))) (VAFIN sind) (CAP (ADJD verängstigt) (KON und) (ADJD traurig))) ($. .),1,1,1
Der Kauf einer Waffe in den USA ist einfach.,(S (NP (ART Der) (NN Kauf) (NP (ART einer) (NN Waffe)) (PP (APPR in) (ART den) (NE USA))) (VAFIN ist) (ADJD einfach)) ($. .),1,1,0
Aufgrund von Entscheidungen des Ankerlandes passiert immer etwas in einem Nachbarland\newline.,(S (PP (APPR Aufgrund) (APPR von) (NN Entscheidungen) (NP (ART des) (NN Ankerlandes))) (VVFIN passiert) (ADV immer) (PIS etwas) (PP (APPR in) (ART einem) (FM Nachbarland\newline))) ($. .),1,0,1
Der Buchstabe oder das Wort wird von einer Computerstimme gesprochen.,(S (CNP (NP (ART Der) (NN Buchstabe)) (KON oder) (NP (ART das) (NN Wort))) (VAFIN wird) (VP (PP (APPR von) (ART einer) (NN Computerstimme)) (VVPP gesprochen))) ($. .),1,0,0
"Dadurch können Sie lernen, wie Wörter ausgesprochen und geschrieben werden.","(S (PROAV Dadurch) (VMFIN können) (PPER Sie) (VP (VVINF lernen))) ($, ,) (S (PWAV wie) (NN Wörter) (CVP (VP (VVPP ausgesprochen)) (KON und) (VP (VVPP geschrieben))) (VAFIN werden)) ($. .)",1,0,0
"Dafür kann es mehrere Gründe geben, \newline Zum Beispiel: \newline Er möchte etwas sagen, hat aber Angst, in Schwierigkeiten zu geraten.","(S (PROAV Dafür) (VMFIN kann) (PPER es) (VP (PIAT mehrere) (NN Gründe) (VVINF geben))) ($, ,) (NP (NE \newline))",1,0,0
"Er möchte, dass die Leute ernst nehmen, was er sagt, und nicht, wer er ist.","(S (PPER Er) (VMFIN möchte)) ($, ,) (S (KOUS dass) (NP (ART die) (NN Leute)) (ADJD ernst) (VVFIN nehmen)) ($, ,) (CS (S (PWS was) (PPER er) (VVFIN sagt))) ($, ,) (KON und) (S (PTKNEG nicht)) ($, ,) (S (PWS wer) (PPER er) (VAFIN ist)) ($. .)",1,0,0
"Das Wort „anonym“ kann auch bedeuten, dass man in einer großen Gruppe von Menschen keine Rolle mehr spielt.","(ART Das) (NN Wort) ($LRB „) (NP (ADJD anonym)) ($LRB “) (S (VMFIN kann) (ADV auch) (VP (VVINF bedeuten))) ($, ,) (S (KOUS dass) (PIS man) (PP (APPR in) (ART einer) (ADJA großen) (NN Gruppe) (PP (APPR von) (NN Menschen))) (NP (PIAT keine) (NN Rolle) (ADV mehr)) (VVFIN spielt)) ($. .)",1,1,1
"Anonyme Gruppen sind verschiedene Menschen\newline, die zusammenkommen, um gegen etwas zu protestieren.","(S (NP (ADJA Anonyme) (NN Gruppen)) (VAFIN sind) (ADJA verschiedene) (NN Menschen\newline)) ($, ,) (NP (S (PRELS die) (VVFIN zusammenkommen))) ($, ,) (VP (KOUI um) (PP (APPR gegen) (PIS etwas)) (VZ (PTKZU zu) (VVINF protestieren))) ($. .)",1,0,0
"Polizei und Experten arbeiten daran, herauszufinden, wer der Mann ist.","(S (CNP (NN Polizei) (KON und) (NN Experten)) (VVFIN arbeiten) (PP (PROAV daran))) ($, ,) (VP (VVIZU herauszufinden)) ($, ,) (S (PWS wer) (NP (ART der) (NN Mann)) (VAFIN ist)) ($. .)",1,0,0
Die türkische Polizei sagte: Der Mann habe Terrorverbrechen begangen.,(S (NP (ART Die) (ADJA türkische) (NN Polizei)) (VVFIN sagte)) ($. :) (S (NP (ART Der) (NN Mann)) (VAFIN habe) (VP (NN Terrorverbrechen) (VVPP begangen))) ($. .),1,1,0
"Der Nachtclubbesitzer sagte, er sei vom US-Geheimdienst gewarnt worden.","(S (NP (ART Der) (NN Nachtclubbesitzer)) (VVFIN sagte)) ($, ,) (S (PPER er) (VAFIN sei) (VP (VP (PP (APPRART vom) (NN US-Geheimdienst)) (VVPP gewarnt)) (VAPP worden))) ($. .)",1,0,0
"Der Secret Service sagte, der Nachtclub sei angegriffen worden.","(S (NP (ART Der) (PN (NE Secret) (NE Service))) (VVFIN sagte)) ($, ,) (S (NP (ART der) (NN Nachtclub)) (VAFIN sei) (VP (VVPP angegriffen) (VAPP worden))) ($. .)",1,1,0
"Der US-Geheimdienst sagt, das sei nicht wahr.","(S (NP (ART Der) (NN US-Geheimdienst)) (VVFIN sagt)) ($, ,) (S (PDS das) (VAFIN sei) (PTKNEG nicht) (ADJD wahr)) ($. .)",1,0,0
"Angela Merkel sagte, der Angriff sei böse und schrecklich.","(S (PN (NE Angela) (NE Merkel)) (VVFIN sagte)) ($, ,) (S (NP (ART der) (NN Angriff)) (VAFIN sei) (CAP (ADJD böse) (KON und) (ADJD schrecklich))) ($. .)",1,0,0
Ein Mann schießt mit einer Waffe auf viele Menschen.,(S (NP (ART Ein) (NN Mann)) (VVFIN schießt) (PP (APPR mit) (ART einer) (NN Waffe)) (PP (APPR auf) (PIAT viele) (NN Menschen))) ($. .),1,0,0
"Nabil Fadli stand mit anderen zusammen und zündete dann die Bombe, \newline und beging Selbstmord.","(CS (S (PN (NE Nabil) (NE Fadli)) (VVFIN stand) (PP (APPR mit) (PIS anderen)) (PTKVZ zusammen)) (KON und) (S (VVFIN zündete) (ADV dann) (NP (ART die) (NN Bombe)))) ($, ,) (FM \newline) (KON und) (S (VVFIN beging) (NN Selbstmord)) ($. .)",1,0,0
"Ein Mann zündete eine Bombe auf einem Platz, auf dem sich viele Menschen befanden.","(S (NP (ART Ein) (NN Mann)) (VVFIN zündete) (NP (ART eine) (NN Bombe)) (APPR auf) (ART einem) (NN Platz)) ($, ,) (PP (S (PP (APPR auf) (PRELS dem)) (PRF sich) (NP (PIAT viele) (NN Menschen)) (VVFIN befanden))) ($. .)",1,0,1
2 Männer erschießen andere.,(S (NP (CARD 2) (NN Männer)) (VVFIN erschießen) (PIS andere)) ($. .),1,0,0
"Die „Bombe“ explodierte, als der Bus mit den Fußballspielern vorbeifuhr.","(ART Die) ($LRB „) (NP (NN Bombe)) ($LRB “) (S (VVFIN explodierte)) ($, ,) (S (KOUS als) (NP (ART der) (NN Bus)) (PP (APPR mit) (ART den) (NN Fußballspielern)) (VVFIN vorbeifuhr)) ($. .)",1,0,0
Bei dem Angriff wurden ein Fußballspieler und ein Polizist verletzt.,(S (PP (APPR Bei) (ART dem) (NN Angriff)) (VAFIN wurden) (CNP (NP (ART ein) (NN Fußballspieler)) (KON und) (NP (ART ein) (NN Polizist))) (VP (VVPP verletzt))) ($. .),1,0,0
"Er möchte, dass die Aktien von Borussia Dortmund an Wert verlieren.","(S (PPER Er) (VMFIN möchte)) ($, ,) (S (KOUS dass) (NP (ART die) (NN Aktien) (PP (APPR von) (PN (NE Borussia) (NE Dortmund)))) (PP (APPR an) (NN Wert)) (VVFIN verlieren)) ($. .)",1,1,0
Der Busanschlag von Borussia Dortmund ereignete sich am 11. April 2017.,(NP (ART Der) (NN Busanschlag) (PP (APPR von) (PN (NE Borussia) (NE Dortmund)))) (VVFIN ereignete) (PRF sich) (APPRART am) (ADJA 11.) (NN April) ($. 2017.),0,1,0
"Der Sprengstoff explodierte, als der Bus des Fußballvereins Borussia Dortmund vorbeifuhr.","(S (NP (ART Der) (NN Sprengstoff)) (VVFIN explodierte)) ($, ,) (S (KOUS als) (NP (ART der) (NN Bus) (NP (ART des) (NN Fußballvereins) (PN (NE Borussia) (NE Dortmund)))) (VVFIN vorbeifuhr)) ($. .)",1,2,0
"Die Demonstranten wollen, dass der Konflikt zwischen Türkiye und der PKK beendet wird.","(S (NP (ART Die) (NN Demonstranten)) (VMFIN wollen)) ($, ,) (S (KOUS dass) (NP (ART der) (NN Konflikt) (PP (APPR zwischen) (CNP (NE Türkiye) (KON und) (NP (ART der) (NE PKK))))) (VVPP beendet) (VAFIN wird)) ($. .)",1,1,1
"Die Demonstranten wollen, dass der Konflikt zwischen Türkiye und der PKK beendet wird.","(S (NP (ART Die) (NN Demonstranten)) (VMFIN wollen)) ($, ,) (S (KOUS dass) (NP (ART der) (NN Konflikt) (PP (APPR zwischen) (CNP (NE Türkiye) (KON und) (NP (ART der) (NE PKK))))) (VVPP beendet) (VAFIN wird)) ($. .)",1,1,1
"Angela Merkel sagte, der Angriff sei böse und schrecklich.","(S (PN (NE Angela) (NE Merkel)) (VVFIN sagte)) ($, ,) (S (NP (ART der) (NN Angriff)) (VAFIN sei) (CAP (ADJD böse) (KON und) (ADJD schrecklich))) ($. .)",1,0,0
"Auch Angela Merkel sagte: „Wer das tut, muss bestraft werden.“","(S (NP (ADV Auch) (PN (NE Angela) (NE Merkel))) (VVFIN sagte)) ($. :) ($LRB „) (S (PWS Wer) (PDS das) (VVFIN tut)) ($, ,) (S (VMFIN muss) (VP (VVPP bestraft) (VAINF werden))) ($. .) ($LRB “)",1,1,0
"Deutschland hilft Türkiye dabei, diese Menschen zu finden und zu bestrafen.","(S (NE Deutschland) (VVFIN hilft) (NE Türkiye) (PP (PROAV dabei))) ($, ,) (CVP (VP (NP (PDAT diese) (NN Menschen)) (VZ (PTKZU zu) (VVINF finden))) (KON und) (VP (VZ (PTKZU zu) (VVINF bestrafen)))) ($. .)",1,0,0
"Viele Menschen glauben, dass dies aus politischen Gründen geschah.","(S (NP (PIAT Viele) (NN Menschen)) (VVFIN glauben)) ($, ,) (S (KOUS dass) (PDS dies) (PP (APPR aus) (ADJA politischen) (NN Gründen)) (VVFIN geschah)) ($. .)",1,0,0
"Die Verstorbenen stammten aus diesen Ländern:\newline China, Thailand, Philippinen.",(NP (ART Die) (NN Verstorbenen)) (VVFIN stammten) (PP (APPR aus) (PDAT diesen) (NE Ländern:\newline)),0,0,0
"Warum der Anschlag in Berlin stattfand, weiß die Polizei nicht.","(S (PWAV Warum) (NP (ART der) (NN Anschlag)) (PP (APPR in) (NE Berlin)) (VVFIN stattfand)) ($, ,) (S (VVFIN weiß) (NP (ART die) (NN Polizei)) (PTKNEG nicht)) ($. .)",1,0,0
Ein Mann einer rechten Gruppe fuhr mit seinem Auto in eine Gegendemonstration.,(S (NP (ART Ein) (NN Mann) (NP (ART einer) (ADJA rechten) (NN Gruppe))) (VVFIN fuhr) (PP (APPR mit) (PPOSAT seinem) (NN Auto)) (PP (APPR in) (ART eine) (NN Gegendemonstration))) ($. .),1,2,0
"Präsident Donald Trump hat während der Anschläge wenig unternommen, um gegen den Rechtsextremismus vorzugehen.","(S (NP (NN Präsident) (PN (NE Donald) (NE Trump))) (VAFIN hat) (VP (PP (APPR während) (ART der) (NN Anschläge)) (PIS wenig) (VVPP unternommen))) ($, ,) (VP (KOUI um) (PP (APPR gegen) (ART den) (NN Rechtsextremismus)) (VVIZU vorzugehen)) ($. .)",1,1,0
Die Currywurst wurde in kleine Stücke geschnitten vom Teller gegessen.,(S (NP (ART Die) (NN Currywurst)) (VAFIN wurde) (VP (VP (PP (APPR in) (ADJA kleine) (NN Stücke)) (ADJD geschnitten)) (PP (APPRART vom) (NN Teller)) (VVPP gegessen))) ($. .),1,0,0
Dazu gibt es noch eine Tomatensoße und Currypulver.,(S (PROAV Dazu) (VVFIN gibt) (PPER es) (ADV noch) (NP (ART eine) (CNP (NN Tomatensoße) (KON und) (NN Currypulver)))) ($. .),1,1,0
Mit einer Sauce aus Tomaten und Currypulver servieren.,(VP (PP (APPR Mit) (ART einer) (NN Sauce) (PP (APPR aus) (CNP (NN Tomaten) (KON und) (NN Currypulver)))) (VVINF servieren)) ($. .),0,0,2
"Das bedeutet: \newline Abhängig von der Firma, bei der Sie Ihr Telefon gekauft haben, \newline verfügt Ihr Telefon über eine modifizierte Version des Android-Betriebssystems.",(S (PDS Das) (VVFIN bedeutet)) ($. :) (FM \newline),1,0,0
Zum Beispiel: • Weil die Telefongesellschaft noch nicht die neueste Android-Version für Ihr Telefon bereitgestellt hat,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (S (KOUS Weil) (NP (ART die) (NN Telefongesellschaft)) (VP (AVP (ADV noch) (PTKNEG nicht)) (NP (ART die) (ADJA neueste) (NN Android-Version)) (PP (APPR für) (PPOSAT Ihr) (NN Telefon)) (VVPP bereitgestellt)) (VAFIN hat)),1,1,0
"Die Buchstaben D, A und CH sind Abkürzungen für Nationalitätssymbole.","(NP (ART Die) (NN Buchstaben) (CNP (XY D))) ($, ,) (S (XY A) (KON und) (NN CH) (VAFIN sind) (NP (NN Abkürzungen) (PP (APPR für) (NN Nationalitätssymbole)))) ($. .)",1,2,0
"D-A-CH ist die Abkürzung dieser 3 Länder: \newline Deutschland, Österreich, Schweiz",(S (NE D-A-CH) (VAFIN ist) (NP (ART die) (NN Abkürzung) (NP (PDAT dieser) (CARD 3) (NN Länder)))) ($. :) (NE \newline),1,2,0
Sie können Ihr eigenes Essen beim Dabba-wala bestellen.,(S (PPER Sie) (VMFIN können) (VP (NP (PPOSAT Ihr) (ADJA eigenes) (NN Essen)) (PP (APPRART beim) (NE Dabba-wala)) (VVINF bestellen))) ($. .),1,1,0
Heute ist das Grundstück von einem Stacheldrahtzaun umgeben.,(S (ADV Heute) (VAFIN ist) (NP (ART das) (NN Grundstück)) (VP (PP (APPR von) (ART einem) (NN Stacheldrahtzaun)) (VVPP umgeben))) ($. .),1,0,0
"Das US-Militär hat nicht bekannt gegeben, was es auf dem Land tut.","(S (NP (ART Das) (NN US-Militär)) (VAFIN hat) (VP (PTKNEG nicht) (ADJD bekannt) (VVPP gegeben))) ($, ,) (S (PWS was) (PPER es) (PP (APPR auf) (ART dem) (NN Land)) (VVFIN tut)) ($. .)",1,0,0
Jemand sagte: • Dagger Complex hat viele unterirdische Räume,(S (PIS Jemand) (VVFIN sagte)) ($. :) ($LRB •) (S (PN (NE Dagger) (NE Complex)) (VAFIN hat) (NP (PIAT viele) (ADJA unterirdische) (NN Räume))),1,1,0
Er sagte: „US-Geheimdienste sammeln Daten in Deutschland.“,(S (PPER Er) (VVFIN sagte)) ($. :) ($LRB „) (S (NN US-Geheimdienste) (VVFIN sammeln) (NN Daten) (PP (APPR in) (NE Deutschland))) ($. .) ($LRB “),1,0,0
Über der Lokomotive befand sich eine große Dampfwolke.,(S (PP (APPR Über) (ART der) (NN Lokomotive)) (VVFIN befand) (PRF sich) (NP (ART eine) (ADJA große) (NN Dampfwolke))) ($. .),1,1,0
Das Wasser wird zusammen mit den Kohlen im Ofen in Dampf umgewandelt.,(S (NP (ART Das) (NN Wasser)) (VAFIN wird) (VP (PP (ADV zusammen) (APPR mit) (ART den) (NN Kohlen) (PP (APPRART im) (NN Ofen))) (PP (APPR in) (NN Dampf)) (VVPP umgewandelt))) ($. .),1,0,1
"Der Dampf ist so stark, dass er die Räder bewegen kann.","(S (NP (ART Der) (NN Dampf)) (VAFIN ist) (AP (AVP (ADV so)) (ADJD stark))) ($, ,) (S (KOUS dass) (PPER er) (VP (NP (ART die) (NN Räder)) (VVINF bewegen)) (VMFIN kann)) ($. .)",1,0,0
Dänemark hat eine lange Küste und viele Inseln.,(S (NE Dänemark) (VAFIN hat) (CNP (NP (ART eine) (ADJA lange) (NN Küste)) (KON und) (NP (PIAT viele) (NN Inseln)))) ($. .),1,1,0
Die dänische Flagge ist rot mit einem weißen Kreuz darauf.,(S (NP (ART Die) (ADJA dänische) (NN Flagge)) (VAFIN ist) (AP (ADJD rot) (PP (APPR mit) (ART einem) (ADJA weißen) (NN Kreuz) (PROAV darauf)))) ($. .),1,1,1
"Dänemark ist berühmt für seine Schlösser, Kathedralen und Museen.","(S (NE Dänemark) (VAFIN ist) (AP (ADJD berühmt) (PP (APPR für) (PPOSAT seine) (CNP (NN Schlösser))))) ($, ,) (NN Kathedralen) (KON und) (NN Museen) ($. .)",1,0,0
Dänemark ist berühmt für seine Fischgerichte und Backwaren wie „Smørrebrød“.,(S (NE Dänemark) (VAFIN ist) (AP (ADJD berühmt) (PP (APPR für) (PPOSAT seine) (CNP (NN Fischgerichte) (KON und) (NN Backwaren) (KOKOM wie))))) ($LRB „) (NP (NP (NN Smørrebrød))) ($LRB “) ($. .),1,0,1
Im Winter fällt oft Schnee und die Temperaturen können unter den Gefrierpunkt fallen.,(CS (S (PP (APPRART Im) (NN Winter)) (VVFIN fällt) (ADV oft) (NN Schnee)) (KON und) (S (NP (ART die) (NN Temperaturen)) (VMFIN können) (VP (PP (APPR unter) (ART den) (NN Gefrierpunkt)) (VVINF fallen)))) ($. .),1,0,0
Die Sommer sind angenehm mit Temperaturen zwischen 20 und 25 Grad Celsius.,(S (NP (ART Die) (NN Sommer)) (VAFIN sind) (ADJD angenehm) (PP (APPR mit) (NN Temperaturen) (PP (APPR zwischen) (CAP (CARD 20) (KON und) (CARD 25)) (NN Grad) (NN Celsius)))) ($. .),1,0,2
"Legoland ist ein berühmter Freizeitpark in Dänemark, der vollständig aus Legosteinen gebaut wurde.","(S (NE Legoland) (VAFIN ist) (ART ein) (ADJA berühmter) (NN Freizeitpark) (PP (APPR in) (NE Dänemark))) ($, ,) (NP (S (PRELS der) (VP (ADJD vollständig) (PP (APPR aus) (NN Legosteinen)) (VVPP gebaut)) (VAFIN wurde))) ($. .)",1,1,0
Dänemark ist ein kleines Land in Nordeuropa.,(S (NE Dänemark) (VAFIN ist) (NP (ART ein) (ADJA kleines) (NN Land) (PP (APPR in) (NE Nordeuropa)))) ($. .),1,1,0
1891: Der Roman „Newline“ erscheint in Buchform.,(CARD 1891) ($. :),0,0,0
"Ihm wurde vorgeworfen, Sex mit einem Mann gehabt zu haben.","(S (PPER Ihm) (VAFIN wurde) (VP (VVPP vorgeworfen))) ($, ,) (VP (VP (NP (NN Sex) (PP (APPR mit) (ART einem) (NN Mann))) (VAPP gehabt)) (VZ (PTKZU zu) (VAINF haben))) ($. .)",1,1,0
Autoren sprechen über ihre neuen Bücher.,(S (NN Autoren) (VVFIN sprechen) (PP (APPR über) (PPOSAT ihre) (ADJA neuen) (NN Bücher))) ($. .),1,0,1
1887: \newline Diese Geschichte erscheint in einer Londoner Zeitschrift.,(CARD 1887) ($. :),0,0,0
